undergradStatus,entryStatus,gender,raceEthnicity,year,count
U,Advanced Standing,Female,Pacific Islander,1999,6
U,Advanced Standing,Female,Pacific Islander,2000,7
U,Advanced Standing,Female,Pacific Islander,2001,12
U,Advanced Standing,Female,Pacific Islander,2002,12
U,Advanced Standing,Female,Pacific Islander,2003,11
U,Advanced Standing,Female,Pacific Islander,2004,7
U,Advanced Standing,Female,Pacific Islander,2005,10
U,Advanced Standing,Female,Pacific Islander,2006,9
U,Advanced Standing,Female,Pacific Islander,2007,12
U,Advanced Standing,Female,Pacific Islander,2008,12
U,Advanced Standing,Female,Pacific Islander,2009,10
U,Advanced Standing,Female,Pacific Islander,2010,5
U,Advanced Standing,Female,Pacific Islander,2011,10
U,Advanced Standing,Female,Pacific Islander,2012,11
U,Advanced Standing,Female,Pacific Islander,2013,9
U,Advanced Standing,Female,White,1983,955
U,Advanced Standing,Female,White,1984,1888
U,Advanced Standing,Female,White,1985,2121
U,Advanced Standing,Female,White,1986,1854
U,Advanced Standing,Female,White,1987,1996
U,Advanced Standing,Female,White,1988,1948
U,Advanced Standing,Female,White,1989,1766
U,Advanced Standing,Female,White,1990,1588
U,Advanced Standing,Female,White,1991,1401
U,Advanced Standing,Female,White,1992,1239
U,Advanced Standing,Female,White,1993,1073
U,Advanced Standing,Female,White,1994,882
U,Advanced Standing,Female,White,1995,802
U,Advanced Standing,Female,White,1996,775
U,Advanced Standing,Female,White,1997,796
U,Advanced Standing,Female,White,1998,835
U,Advanced Standing,Female,White,1999,828
U,Advanced Standing,Female,White,2000,830
U,Advanced Standing,Female,White,2001,858
U,Advanced Standing,Female,White,2002,840
U,Advanced Standing,Female,White,2003,798
U,Advanced Standing,Female,White,2004,837
U,Advanced Standing,Female,White,2005,912
U,Advanced Standing,Female,White,2006,977
U,Advanced Standing,Female,White,2007,974
U,Advanced Standing,Female,White,2008,907
U,Advanced Standing,Female,White,2009,888
U,Advanced Standing,Female,White,2010,856
U,Advanced Standing,Female,White,2011,917
U,Advanced Standing,Female,White,2012,891
U,Advanced Standing,Female,White,2013,793
U,Advanced Standing,Male,African American,1983,62
U,Advanced Standing,Male,African American,1984,107
U,Advanced Standing,Male,African American,1985,134
U,Advanced Standing,Male,African American,1986,129
U,Advanced Standing,Male,African American,1987,153
U,Advanced Standing,Male,African American,1988,162
U,Advanced Standing,Male,African American,1989,171
U,Advanced Standing,Male,African American,1990,185
U,Advanced Standing,Male,African American,1991,147
U,Advanced Standing,Male,African American,1992,148
U,Advanced Standing,Male,African American,1993,150
U,Advanced Standing,Male,African American,1994,128
U,Advanced Standing,Male,African American,1995,136
U,Advanced Standing,Male,African American,1996,139
U,Advanced Standing,Male,African American,1997,154
U,Advanced Standing,Male,African American,1998,132
U,Advanced Standing,Male,African American,1999,109
U,Advanced Standing,Male,African American,2000,93
U,Advanced Standing,Male,African American,2001,87
U,Advanced Standing,Male,African American,2002,91
U,Advanced Standing,Male,African American,2003,92
U,Advanced Standing,Male,African American,2004,71
U,Advanced Standing,Male,African American,2005,73
U,Advanced Standing,Male,African American,2006,93
U,Advanced Standing,Male,African American,2007,104
U,Advanced Standing,Male,African American,2008,115
U,Advanced Standing,Male,African American,2009,114
U,Advanced Standing,Male,African American,2010,109
U,Advanced Standing,Male,African American,2011,126
U,Advanced Standing,Male,African American,2012,131
U,Advanced Standing,Male,African American,2013,114
U,Advanced Standing,Male,Asian,1983,279
U,Advanced Standing,Male,Asian,1984,588
U,Advanced Standing,Male,Asian,1985,736
U,Advanced Standing,Male,Asian,1986,691
U,Advanced Standing,Male,Asian,1987,721
U,Advanced Standing,Male,Asian,1988,731
U,Advanced Standing,Male,Asian,1989,705
U,Advanced Standing,Male,Asian,1990,724
U,Advanced Standing,Male,Asian,1991,707
U,Advanced Standing,Male,Asian,1992,665
U,Advanced Standing,Male,Asian,1993,635
U,Advanced Standing,Male,Asian,1994,624
U,Advanced Standing,Male,Asian,1995,612
U,Advanced Standing,Male,Asian,1996,663
U,Advanced Standing,Male,Asian,1997,631
U,Advanced Standing,Male,Asian,1998,602
U,Advanced Standing,Male,Asian,1999,585
U,Advanced Standing,Male,Asian,2000,487
U,Advanced Standing,Male,Asian,2001,525
U,Advanced Standing,Male,Asian,2002,578
U,Advanced Standing,Male,Asian,2003,589
U,Advanced Standing,Male,Asian,2004,595
U,Advanced Standing,Male,Asian,2005,644
U,Advanced Standing,Male,Asian,2006,669
U,Advanced Standing,Male,Asian,2007,692
U,Advanced Standing,Male,Asian,2008,723
U,Advanced Standing,Male,Asian,2009,750
U,Advanced Standing,Male,Asian,2010,764
U,Advanced Standing,Male,Asian,2011,758
U,Advanced Standing,Male,Asian,2012,695
U,Advanced Standing,Male,Asian,2013,682
U,Advanced Standing,Male,Chicano/Latino,1983,86
U,Advanced Standing,Male,Chicano/Latino,1984,171
U,Advanced Standing,Male,Chicano/Latino,1985,224
U,Advanced Standing,Male,Chicano/Latino,1986,231
U,Advanced Standing,Male,Chicano/Latino,1987,278
U,Advanced Standing,Male,Chicano/Latino,1988,309
U,Advanced Standing,Male,Chicano/Latino,1989,352
U,Advanced Standing,Male,Chicano/Latino,1990,370
U,Advanced Standing,Male,Chicano/Latino,1991,371
U,Advanced Standing,Male,Chicano/Latino,1992,352
U,Advanced Standing,Male,Chicano/Latino,1993,323
U,Advanced Standing,Male,Chicano/Latino,1994,300
U,Advanced Standing,Male,Chicano/Latino,1995,301
U,Advanced Standing,Male,Chicano/Latino,1996,289
U,Advanced Standing,Male,Chicano/Latino,1997,262
U,Advanced Standing,Male,Chicano/Latino,1998,251
U,Advanced Standing,Male,Chicano/Latino,1999,225
U,Advanced Standing,Male,Chicano/Latino,2000,198
U,Advanced Standing,Male,Chicano/Latino,2001,197
U,Advanced Standing,Male,Chicano/Latino,2002,227
U,Advanced Standing,Male,Chicano/Latino,2003,256
U,Advanced Standing,Male,Chicano/Latino,2004,274
U,Advanced Standing,Male,Chicano/Latino,2005,270
U,Advanced Standing,Male,Chicano/Latino,2006,316
U,Advanced Standing,Male,Chicano/Latino,2007,356
U,Advanced Standing,Male,Chicano/Latino,2008,375
U,Advanced Standing,Male,Chicano/Latino,2009,410
U,Advanced Standing,Male,Chicano/Latino,2010,425
U,Advanced Standing,Male,Chicano/Latino,2011,448
U,Advanced Standing,Male,Chicano/Latino,2012,480
U,Advanced Standing,Male,Chicano/Latino,2013,492
U,Advanced Standing,Male,Decline to State,1983,44
U,Advanced Standing,Male,Decline to State,1984,51
U,Advanced Standing,Male,Decline to State,1985,114
U,Advanced Standing,Male,Decline to State,1986,128
U,Advanced Standing,Male,Decline to State,1987,183
U,Advanced Standing,Male,Decline to State,1988,192
U,Advanced Standing,Male,Decline to State,1989,195
U,Advanced Standing,Male,Decline to State,1990,219
U,Advanced Standing,Male,Decline to State,1991,240
U,Advanced Standing,Male,Decline to State,1992,248
U,Advanced Standing,Male,Decline to State,1993,220
U,Advanced Standing,Male,Decline to State,1994,194
U,Advanced Standing,Male,Decline to State,1995,170
U,Advanced Standing,Male,Decline to State,1996,128
U,Advanced Standing,Male,Decline to State,1997,129
U,Advanced Standing,Male,Decline to State,1998,207
U,Advanced Standing,Male,Decline to State,1999,263
U,Advanced Standing,Male,Decline to State,2000,245
U,Advanced Standing,Male,Decline to State,2001,241
U,Advanced Standing,Male,Decline to State,2002,260
U,Advanced Standing,Male,Decline to State,2003,255
U,Advanced Standing,Male,Decline to State,2004,250
U,Advanced Standing,Male,Decline to State,2005,239
U,Advanced Standing,Male,Decline to State,2006,224
U,Advanced Standing,Male,Decline to State,2007,231
U,Advanced Standing,Male,Decline to State,2008,212
U,Advanced Standing,Male,Decline to State,2009,202
U,Advanced Standing,Male,Decline to State,2010,209
U,Advanced Standing,Male,Decline to State,2011,179
U,Advanced Standing,Male,Decline to State,2012,128
U,Advanced Standing,Male,Decline to State,2013,118
U,Advanced Standing,Male,International,1983,38
U,Advanced Standing,Male,International,1984,111
U,Advanced Standing,Male,International,1985,121
U,Advanced Standing,Male,International,1986,118
U,Advanced Standing,Male,International,1987,143
U,Advanced Standing,Male,International,1988,143
U,Advanced Standing,Male,International,1989,124
U,Advanced Standing,Male,International,1990,127
U,Advanced Standing,Male,International,1991,143
U,Advanced Standing,Male,International,1992,178
U,Advanced Standing,Male,International,1993,187
U,Advanced Standing,Male,International,1994,206
U,Advanced Standing,Male,International,1995,190
U,Advanced Standing,Male,International,1996,190
U,Advanced Standing,Male,International,1997,206
U,Advanced Standing,Male,International,1998,221
U,Advanced Standing,Male,International,1999,228
U,Advanced Standing,Male,International,2000,224
U,Advanced Standing,Male,International,2001,199
U,Advanced Standing,Male,International,2002,163
U,Advanced Standing,Male,International,2003,169
U,Advanced Standing,Male,International,2004,201
U,Advanced Standing,Male,International,2005,208
U,Advanced Standing,Male,International,2006,200
U,Advanced Standing,Male,International,2007,213
U,Advanced Standing,Male,International,2008,224
U,Advanced Standing,Male,International,2009,307
U,Advanced Standing,Male,International,2010,372
U,Advanced Standing,Male,International,2011,463
U,Advanced Standing,Male,International,2012,529
U,Advanced Standing,Male,International,2013,586
U,Advanced Standing,Male,Native American,1983,7
U,Advanced Standing,Male,Native American,1984,15
U,Advanced Standing,Male,Native American,1985,19
U,Advanced Standing,Male,Native American,1986,22
U,Advanced Standing,Male,Native American,1987,28
U,Advanced Standing,Male,Native American,1988,43
U,Advanced Standing,Male,Native American,1989,50
U,Advanced Standing,Male,Native American,1990,37
U,Advanced Standing,Male,Native American,1991,44
U,Advanced Standing,Male,Native American,1992,42
U,Advanced Standing,Male,Native American,1993,39
U,Advanced Standing,Male,Native American,1994,27
U,Advanced Standing,Male,Native American,1995,29
U,Advanced Standing,Male,Native American,1996,29
U,Advanced Standing,Male,Native American,1997,32
U,Advanced Standing,Male,Native American,1998,20
U,Advanced Standing,Male,Native American,1999,17
U,Advanced Standing,Male,Native American,2000,15
U,Advanced Standing,Male,Native American,2001,14
U,Advanced Standing,Male,Native American,2002,14
U,Advanced Standing,Male,Native American,2003,16
U,Advanced Standing,Male,Native American,2004,13
U,Advanced Standing,Male,Native American,2005,18
U,Advanced Standing,Male,Native American,2006,20
U,Advanced Standing,Male,Native American,2007,21
U,Advanced Standing,Male,Native American,2008,25
U,Advanced Standing,Male,Native American,2009,22
U,Advanced Standing,Male,Native American,2010,19
U,Advanced Standing,Male,Native American,2011,27
U,Advanced Standing,Male,Native American,2012,29
U,Advanced Standing,Male,Native American,2013,22
U,Advanced Standing,Male,Other,1983,38
U,Advanced Standing,Male,Other,1984,102
U,Advanced Standing,Male,Other,1985,121
U,Advanced Standing,Male,Other,1986,113
U,Advanced Standing,Male,Other,1987,93
U,Advanced Standing,Male,Other,1988,64
U,Advanced Standing,Male,Other,1989,54
U,Advanced Standing,Male,Other,1990,35
U,Advanced Standing,Male,Other,1991,36
U,Advanced Standing,Male,Other,1992,44
U,Advanced Standing,Male,Other,1993,43
U,Advanced Standing,Male,Other,1994,45
U,Advanced Standing,Male,Other,1995,41
U,Advanced Standing,Male,Other,1996,47
U,Advanced Standing,Male,Other,1997,54
U,Advanced Standing,Male,Other,1998,57
U,Advanced Standing,Male,Other,1999,52
U,Advanced Standing,Male,Other,2000,55
U,Advanced Standing,Male,Other,2001,64
U,Advanced Standing,Male,Other,2002,68
U,Advanced Standing,Male,Other,2003,52
U,Advanced Standing,Male,Other,2004,46
U,Advanced Standing,Male,Other,2005,47
U,Advanced Standing,Male,Other,2006,47
U,Advanced Standing,Male,Other,2007,43
U,Advanced Standing,Male,Other,2008,45
U,Advanced Standing,Male,Other,2009,44
U,Advanced Standing,Male,Other,2010,26
U,Advanced Standing,Male,Pacific Islander,1983,1
U,Advanced Standing,Male,Pacific Islander,1985,1
U,Advanced Standing,Male,Pacific Islander,1986,3
U,Advanced Standing,Male,Pacific Islander,1987,2
U,Advanced Standing,Male,Pacific Islander,1988,4
U,Advanced Standing,Male,Pacific Islander,1989,2
U,Advanced Standing,Male,Pacific Islander,1990,2
U,Advanced Standing,Male,Pacific Islander,1991,7
U,Advanced Standing,Male,Pacific Islander,1992,6
U,Advanced Standing,Male,Pacific Islander,1993,5
U,Advanced Standing,Male,Pacific Islander,1994,10
U,Advanced Standing,Male,Pacific Islander,1995,9
U,Advanced Standing,Male,Pacific Islander,1996,6
U,Advanced Standing,Male,Pacific Islander,1997,8
U,Advanced Standing,Male,Pacific Islander,1998,6
U,Advanced Standing,Male,Pacific Islander,1999,8
U,Advanced Standing,Male,Pacific Islander,2000,9
U,Advanced Standing,Male,Pacific Islander,2001,9
U,Advanced Standing,Male,Pacific Islander,2002,8
U,Advanced Standing,Male,Pacific Islander,2003,8
U,Advanced Standing,Male,Pacific Islander,2004,6
U,Advanced Standing,Male,Pacific Islander,2005,7
U,Advanced Standing,Male,Pacific Islander,2006,5
U,Advanced Standing,Male,Pacific Islander,2007,8
U,Advanced Standing,Male,Pacific Islander,2008,8
U,Advanced Standing,Male,Pacific Islander,2009,10
U,Advanced Standing,Male,Pacific Islander,2010,10
U,Advanced Standing,Male,Pacific Islander,2011,11
U,Advanced Standing,Male,Pacific Islander,2012,11
U,Advanced Standing,Male,Pacific Islander,2013,9
U,Advanced Standing,Male,White,1983,966
U,Advanced Standing,Male,White,1984,1914
U,Advanced Standing,Male,White,1985,2336
U,Advanced Standing,Male,White,1986,2006
U,Advanced Standing,Male,White,1987,2111
U,Advanced Standing,Male,White,1988,2066
U,Advanced Standing,Male,White,1989,1911
U,Advanced Standing,Male,White,1990,1711
U,Advanced Standing,Male,White,1991,1500
U,Advanced Standing,Male,White,1992,1276
U,Advanced Standing,Male,White,1993,1122
U,Advanced Standing,Male,White,1994,904
U,Advanced Standing,Male,White,1995,771
U,Advanced Standing,Male,White,1996,809
U,Advanced Standing,Male,White,1997,831
U,Advanced Standing,Male,White,1998,748
U,Advanced Standing,Male,White,1999,728
U,Advanced Standing,Male,White,2000,744
U,Advanced Standing,Male,White,2001,763
U,Advanced Standing,Male,White,2002,774
U,Advanced Standing,Male,White,2003,773
U,Advanced Standing,Male,White,2004,810
U,Advanced Standing,Male,White,2005,904
U,Advanced Standing,Male,White,2006,984
U,Advanced Standing,Male,White,2007,989
U,Advanced Standing,Male,White,2008,985
U,Advanced Standing,Male,White,2009,1027
U,Advanced Standing,Male,White,2010,1023
U,Advanced Standing,Male,White,2011,988
U,Advanced Standing,Male,White,2012,953
U,Advanced Standing,Male,White,2013,899
U,EAP Reciprocity,Female,International,2009,1
U,EAP Reciprocity,Male,Decline to State,2006,1
U,EAP Reciprocity,Male,International,2006,1
U,High School Honors,Female,African American,1985,2
U,High School Honors,Female,African American,1986,2
U,High School Honors,Female,African American,1987,3
U,High School Honors,Female,African American,1988,2
U,High School Honors,Female,African American,1989,3
U,High School Honors,Female,African American,1990,3
U,High School Honors,Female,African American,1991,3
U,High School Honors,Female,African American,1992,2
U,High School Honors,Female,African American,1993,3
U,High School Honors,Female,African American,1994,2
U,High School Honors,Female,African American,1995,3
U,High School Honors,Female,African American,1996,4
U,High School Honors,Female,African American,1997,4
U,High School Honors,Female,African American,1998,3
U,High School Honors,Female,African American,1999,3
U,High School Honors,Female,African American,2000,2
U,High School Honors,Female,African American,2001,4
U,High School Honors,Female,African American,2002,3
U,High School Honors,Female,African American,2003,3
U,High School Honors,Female,African American,2004,2
U,High School Honors,Female,African American,2005,2
U,High School Honors,Female,Asian,1985,3
U,High School Honors,Female,Asian,1986,9
U,High School Honors,Female,Asian,1987,24
U,High School Honors,Female,Asian,1988,32
U,High School Honors,Female,Asian,1989,44
U,High School Honors,Female,Asian,1990,47
U,High School Honors,Female,Asian,1991,41
U,High School Honors,Female,Asian,1992,42
U,High School Honors,Female,Asian,1993,44
U,High School Honors,Female,Asian,1994,43
U,High School Honors,Female,Asian,1995,50
U,High School Honors,Female,Asian,1996,48
U,High School Honors,Female,Asian,1997,45
U,High School Honors,Female,Asian,1998,45
U,High School Honors,Female,Asian,1999,38
U,High School Honors,Female,Asian,2000,36
U,High School Honors,Female,Asian,2001,31
U,High School Honors,Female,Asian,2002,32
U,High School Honors,Female,Asian,2003,24
U,High School Honors,Female,Asian,2004,18
U,High School Honors,Female,Asian,2005,10
U,High School Honors,Female,Chicano/Latino,1986,1
U,High School Honors,Female,Chicano/Latino,1987,1
U,High School Honors,Female,Chicano/Latino,1988,1
U,High School Honors,Female,Chicano/Latino,1989,2
U,High School Honors,Female,Chicano/Latino,1990,1
U,High School Honors,Female,Chicano/Latino,1991,2
U,High School Honors,Female,Chicano/Latino,1992,2
U,High School Honors,Female,Chicano/Latino,1993,4
U,High School Honors,Female,Chicano/Latino,1994,5
U,High School Honors,Female,Chicano/Latino,1995,5
U,High School Honors,Female,Chicano/Latino,1996,5
U,High School Honors,Female,Chicano/Latino,1997,2
U,High School Honors,Female,Chicano/Latino,1999,1
U,High School Honors,Female,Chicano/Latino,2000,1
U,High School Honors,Female,Chicano/Latino,2001,1
U,High School Honors,Female,Chicano/Latino,2003,2
U,High School Honors,Female,Chicano/Latino,2004,1
U,High School Honors,Female,Decline to State,1987,1
U,High School Honors,Female,Decline to State,1988,5
U,High School Honors,Female,Decline to State,1989,6
U,High School Honors,Female,Decline to State,1990,5
U,High School Honors,Female,Decline to State,1991,4
U,High School Honors,Female,Decline to State,1992,3
U,High School Honors,Female,Decline to State,1993,3
U,High School Honors,Female,Decline to State,1994,3
U,High School Honors,Female,Decline to State,1995,3
U,High School Honors,Female,Decline to State,1996,5
U,High School Honors,Female,Decline to State,1997,6
U,High School Honors,Female,Decline to State,1998,4
U,High School Honors,Female,Decline to State,1999,6
U,High School Honors,Female,Decline to State,2000,6
U,High School Honors,Female,Decline to State,2001,9
U,High School Honors,Female,Decline to State,2002,11
U,High School Honors,Female,Decline to State,2003,8
U,High School Honors,Female,Decline to State,2004,7
U,High School Honors,Female,Decline to State,2005,8
U,High School Honors,Female,Decline to State,2006,4
U,High School Honors,Female,Decline to State,2007,1
U,High School Honors,Female,International,2000,1
U,High School Honors,Female,International,2002,1
U,High School Honors,Female,International,2003,1
U,High School Honors,Female,International,2004,1
U,High School Honors,Female,International,2005,1
U,High School Honors,Female,Native American,1985,1
U,High School Honors,Female,Native American,1986,1
U,High School Honors,Female,Native American,1987,1
U,High School Honors,Female,Native American,1988,1
U,High School Honors,Female,Native American,1993,1
U,High School Honors,Female,Native American,2002,1
U,High School Honors,Female,Native American,2003,1
U,High School Honors,Female,Native American,2004,1
U,High School Honors,Female,Native American,2005,1
U,High School Honors,Female,Other,1986,1
U,High School Honors,Female,Other,1987,1
U,High School Honors,Female,Other,1988,1
U,High School Honors,Female,Other,1990,1
U,High School Honors,Female,Other,1994,2
U,High School Honors,Female,Other,1995,2
U,High School Honors,Female,Other,1996,1
U,High School Honors,Female,Other,1997,1
U,High School Honors,Female,Other,1998,1
U,High School Honors,Female,White,1986,8
U,High School Honors,Female,White,1987,13
U,High School Honors,Female,White,1988,22
U,High School Honors,Female,White,1989,30
U,High School Honors,Female,White,1990,25
U,High School Honors,Female,White,1991,23
U,High School Honors,Female,White,1992,23
U,High School Honors,Female,White,1993,24
U,High School Honors,Female,White,1994,30
U,High School Honors,Female,White,1995,30
U,High School Honors,Female,White,1996,25
U,High School Honors,Female,White,1997,22
U,High School Honors,Female,White,1998,18
U,High School Honors,Female,White,1999,11
U,High School Honors,Female,White,2000,9
U,High School Honors,Female,White,2001,14
U,High School Honors,Female,White,2002,21
U,High School Honors,Female,White,2003,16
U,High School Honors,Female,White,2004,14
U,High School Honors,Female,White,2005,4
U,High School Honors,Female,White,2006,1
U,High School Honors,Male,African American,1985,2
U,High School Honors,Male,African American,1986,3
U,High School Honors,Male,African American,1987,3
U,High School Honors,Male,African American,1988,3
U,High School Honors,Male,African American,1989,4
U,High School Honors,Male,African American,1990,4
U,High School Honors,Male,African American,1991,3
U,High School Honors,Male,African American,1992,2
U,High School Honors,Male,African American,1994,1
U,High School Honors,Male,African American,1995,1
U,High School Honors,Male,African American,1996,1
U,High School Honors,Male,African American,2002,1
U,High School Honors,Male,African American,2003,1
U,High School Honors,Male,African American,2004,1
U,High School Honors,Male,African American,2005,1
U,High School Honors,Male,Asian,1985,4
U,High School Honors,Male,Asian,1986,14
U,High School Honors,Male,Asian,1987,22
U,High School Honors,Male,Asian,1988,36
U,High School Honors,Male,Asian,1989,54
U,High School Honors,Male,Asian,1990,66
U,High School Honors,Male,Asian,1991,67
U,High School Honors,Male,Asian,1992,77
U,High School Honors,Male,Asian,1993,69
U,High School Honors,Male,Asian,1994,64
U,High School Honors,Male,Asian,1995,69
U,High School Honors,Male,Asian,1996,63
U,High School Honors,Male,Asian,1997,63
U,High School Honors,Male,Asian,1998,53
U,High School Honors,Male,Asian,1999,41
U,High School Honors,Male,Asian,2000,36
U,High School Honors,Male,Asian,2001,37
U,High School Honors,Male,Asian,2002,39
U,High School Honors,Male,Asian,2003,30
U,High School Honors,Male,Asian,2004,21
U,High School Honors,Male,Asian,2005,11
U,High School Honors,Male,Asian,2006,2
U,High School Honors,Male,Asian,2009,1
U,High School Honors,Male,Asian,2010,1
U,High School Honors,Male,Chicano/Latino,1985,3
U,High School Honors,Male,Chicano/Latino,1986,4
U,High School Honors,Male,Chicano/Latino,1987,5
U,High School Honors,Male,Chicano/Latino,1988,4
U,High School Honors,Male,Chicano/Latino,1989,6
U,High School Honors,Male,Chicano/Latino,1990,4
U,High School Honors,Male,Chicano/Latino,1991,5
U,High School Honors,Male,Chicano/Latino,1992,6
U,High School Honors,Male,Chicano/Latino,1993,6
U,High School Honors,Male,Chicano/Latino,1994,6
U,High School Honors,Male,Chicano/Latino,1995,6
U,High School Honors,Male,Chicano/Latino,1996,4
U,High School Honors,Male,Chicano/Latino,1997,3
U,High School Honors,Male,Chicano/Latino,1998,3
U,High School Honors,Male,Chicano/Latino,1999,2
U,High School Honors,Male,Chicano/Latino,2000,2
U,High School Honors,Male,Chicano/Latino,2001,2
U,High School Honors,Male,Chicano/Latino,2002,1
U,High School Honors,Male,Decline to State,1987,1
U,High School Honors,Male,Decline to State,1988,3
U,High School Honors,Male,Decline to State,1989,3
U,High School Honors,Male,Decline to State,1990,4
U,High School Honors,Male,Decline to State,1991,6
U,High School Honors,Male,Decline to State,1992,9
U,High School Honors,Male,Decline to State,1993,9
U,High School Honors,Male,Decline to State,1994,12
U,High School Honors,Male,Decline to State,1995,10
U,High School Honors,Male,Decline to State,1996,9
U,High School Honors,Male,Decline to State,1997,10
U,High School Honors,Male,Decline to State,1998,11
U,High School Honors,Male,Decline to State,1999,18
U,High School Honors,Male,Decline to State,2000,19
U,High School Honors,Male,Decline to State,2001,25
U,High School Honors,Male,Decline to State,2002,23
U,High School Honors,Male,Decline to State,2003,17
U,High School Honors,Male,Decline to State,2004,10
U,High School Honors,Male,Decline to State,2005,4
U,High School Honors,Male,Decline to State,2006,1
U,High School Honors,Male,International,1986,1
U,High School Honors,Male,Native American,1997,1
U,High School Honors,Male,Native American,1998,1
U,High School Honors,Male,Native American,1999,1
U,High School Honors,Male,Native American,2000,2
U,High School Honors,Male,Native American,2001,1
U,High School Honors,Male,Other,1987,1
U,High School Honors,Male,Other,1988,1
U,High School Honors,Male,Other,1989,1
U,High School Honors,Male,Other,1990,2
U,High School Honors,Male,Other,1991,3
U,High School Honors,Male,Other,1992,3
U,High School Honors,Male,Other,1993,3
U,High School Honors,Male,Other,1994,1
U,High School Honors,Male,Other,1995,2
U,High School Honors,Male,Other,1996,2
U,High School Honors,Male,Other,1997,2
U,High School Honors,Male,Other,1998,2
U,High School Honors,Male,Other,1999,1
U,High School Honors,Male,Other,2000,2
U,High School Honors,Male,Other,2001,2
U,High School Honors,Male,Other,2002,2
U,High School Honors,Male,Other,2003,1
U,High School Honors,Male,Other,2004,1
U,High School Honors,Male,Other,2005,1
U,High School Honors,Male,White,1986,21
U,High School Honors,Male,White,1987,29
U,High School Honors,Male,White,1988,39
U,High School Honors,Male,White,1989,51
U,High School Honors,Male,White,1990,45
U,High School Honors,Male,White,1991,41
U,High School Honors,Male,White,1992,51
U,High School Honors,Male,White,1993,47
U,High School Honors,Male,White,1994,38
U,High School Honors,Male,White,1995,35
U,High School Honors,Male,White,1996,35
U,High School Honors,Male,White,1997,28
U,High School Honors,Male,White,1998,33
U,High School Honors,Male,White,1999,32
U,High School Honors,Male,White,2000,33
U,High School Honors,Male,White,2001,36
U,High School Honors,Male,White,2002,27
U,High School Honors,Male,White,2003,20
U,High School Honors,Male,White,2004,11
U,High School Honors,Male,White,2005,5
U,High School Honors,Male,White,2006,3
U,High School Honors,Male,White,2007,1
U,Limited,Male,Asian,2003,1
U,Limited,Male,Asian,2004,1
U,Limited,Male,International,2003,1
U,New Freshmen,Female,African American,1983,132
U,New Freshmen,Female,African American,1984,268
U,New Freshmen,Female,African American,1985,357
U,New Freshmen,Female,African American,1986,451
U,New Freshmen,Female,African American,1987,591
U,New Freshmen,Female,African American,1988,684
U,New Freshmen,Female,African American,1989,744
U,New Freshmen,Female,African American,1990,667
U,New Freshmen,Female,African American,1991,662
U,New Freshmen,Female,African American,1992,607
U,New Freshmen,Female,African American,1993,538
U,New Freshmen,Female,African American,1994,516
U,New Freshmen,Female,African American,1995,554
U,New Freshmen,Female,African American,1996,538
U,New Freshmen,Female,African American,1997,609
U,New Freshmen,Female,African American,1998,546
U,New Freshmen,Female,African American,1999,517
U,New Freshmen,Female,African American,2000,502
U,New Freshmen,Female,African American,2001,425
U,New Freshmen,Female,African American,2002,427
U,New Freshmen,Female,African American,2003,439
U,New Freshmen,Female,African American,2004,419
U,New Freshmen,Female,African American,2005,427
U,New Freshmen,Female,African American,2006,423
U,New Freshmen,Female,African American,2007,420
U,New Freshmen,Female,African American,2008,440
U,New Freshmen,Female,African American,2009,446
U,New Freshmen,Female,African American,2010,407
U,New Freshmen,Female,African American,2011,400
U,New Freshmen,Female,African American,2012,388
U,New Freshmen,Female,African American,2013,393
U,New Freshmen,Female,Asian,1983,605
U,New Freshmen,Female,Asian,1984,1062
U,New Freshmen,Female,Asian,1985,1530
U,New Freshmen,Female,Asian,1986,1897
U,New Freshmen,Female,Asian,1987,2074
U,New Freshmen,Female,Asian,1988,2177
U,New Freshmen,Female,Asian,1989,2156
U,New Freshmen,Female,Asian,1990,2109
U,New Freshmen,Female,Asian,1991,2349
U,New Freshmen,Female,Asian,1992,2683
U,New Freshmen,Female,Asian,1993,2985
U,New Freshmen,Female,Asian,1994,3166
U,New Freshmen,Female,Asian,1995,3312
U,New Freshmen,Female,Asian,1996,3471
U,New Freshmen,Female,Asian,1997,3572
U,New Freshmen,Female,Asian,1998,3800
U,New Freshmen,Female,Asian,1999,3948
U,New Freshmen,Female,Asian,2000,4192
U,New Freshmen,Female,Asian,2001,4498
U,New Freshmen,Female,Asian,2002,4734
U,New Freshmen,Female,Asian,2003,4601
U,New Freshmen,Female,Asian,2004,4492
U,New Freshmen,Female,Asian,2005,4550
U,New Freshmen,Female,Asian,2006,4660
U,New Freshmen,Female,Asian,2007,4805
U,New Freshmen,Female,Asian,2008,4903
U,New Freshmen,Female,Asian,2009,4843
U,New Freshmen,Female,Asian,2010,4789
U,New Freshmen,Female,Asian,2011,4683
U,New Freshmen,Female,Asian,2012,4592
U,New Freshmen,Female,Asian,2013,4515
U,New Freshmen,Female,Chicano/Latino,1983,130
U,New Freshmen,Female,Chicano/Latino,1984,288
U,New Freshmen,Female,Chicano/Latino,1985,408
U,New Freshmen,Female,Chicano/Latino,1986,562
U,New Freshmen,Female,Chicano/Latino,1987,764
U,New Freshmen,Female,Chicano/Latino,1988,933
U,New Freshmen,Female,Chicano/Latino,1989,1089
U,New Freshmen,Female,Chicano/Latino,1990,1220
U,New Freshmen,Female,Chicano/Latino,1991,1298
